topic_id,doc_count,pair_count,elapsed_seconds,status
110,22531,5,2.7606561360880733,ok
34,15061,4,0.5692872432991862,ok
35,7079,0,0.5551803433336318,ok
113,7052,1,0.43742947606369853,ok
46,4715,2,0.4126125848852098,ok
114,3559,0,0.47805875493213534,ok
68,3084,0,0.386783174239099,ok
45,2857,1,0.43031887290999293,ok
115,2217,0,0.4069629251025617,ok
129,2200,0,0.3973623286001384,ok
33,1886,4,0.36674558790400624,ok
53,1869,1,0.38428629795089364,ok
99,1837,1,0.37391809234395623,ok
24,1813,1,0.3667258066125214,ok
56,1682,0,0.35824316972866654,ok
61,1650,0,0.3790788478218019,ok
38,1600,1,0.3591829789802432,ok
65,1531,0,0.3568407082930207,ok
51,1503,0,0.3662925590761006,ok
109,1493,0,0.3828870221041143,ok
116,1442,1,0.3730725278146565,ok
143,1436,0,0.3601024178788066,ok
120,1413,0,0.34253846760839224,ok
26,1394,0,0.3406890584155917,ok
47,1377,0,0.3382570999674499,ok
43,1344,0,0.34127420792356133,ok
147,1337,0,0.3387934220954776,ok
141,1313,1,0.3545645740814507,ok
117,1304,0,0.31889731297269464,ok
52,1287,0,0.3415296720340848,ok
63,1281,0,0.324821752961725,ok
122,1251,0,0.31974200811237097,ok
139,1245,0,0.30140969762578607,ok
134,1241,1,0.2908709580078721,ok
49,1204,0,0.3042360213585198,ok
142,1186,0,0.335461582057178,ok
131,1150,0,0.3353713108226657,ok
58,1114,1,0.3485418180935085,ok
95,970,0,0.33676751935854554,ok
128,964,0,0.35081588104367256,ok
98,957,0,0.3541045752353966,ok
62,946,0,0.3367240121588111,ok
111,945,0,0.3489808067679405,ok
54,932,0,0.3486046656034887,ok
60,924,0,0.34950037579983473,ok
127,905,0,0.350963044911623,ok
37,903,0,0.3503193589858711,ok
57,896,1,0.33699705405160785,ok
112,792,1,0.316264390014112,ok
137,770,0,0.32338312920182943,ok
146,758,1,0.338916536886245,ok
36,739,0,0.32490544207394123,ok
149,708,1,0.3233433901332319,ok
138,704,0,0.28558381414040923,ok
93,676,0,0.30673002172261477,ok
55,676,0,0.2942768200300634,ok
101,667,0,0.320855509955436,ok
64,662,0,0.28191515803337097,ok
136,660,0,0.30976800015196204,ok
118,636,0,0.32350683491677046,ok
140,609,0,0.31482246005907655,ok
48,608,0,0.27865085704252124,ok
144,572,1,0.2986324457451701,ok
119,561,0,0.287120683118701,ok
27,554,0,0.28565083257853985,ok
44,531,0,0.2997050629928708,ok
23,523,0,0.27857361314818263,ok
145,518,0,0.2814249340444803,ok
6,491,0,0.30002915393561125,ok
41,487,0,0.29093619901686907,ok
85,486,0,0.28761324333027005,ok
104,483,0,0.284815919585526,ok
94,477,0,0.2770984908565879,ok
107,475,1,0.30973556311801076,ok
59,474,0,0.2814553542993963,ok
19,469,0,0.2798789027146995,ok
125,459,0,0.2782370448112488,ok
30,452,0,0.28705351427197456,ok
67,439,0,0.305828636046499,ok
106,424,0,0.29529974423348904,ok
20,417,1,0.277032105717808,ok
42,415,0,0.275385276414454,ok
148,414,0,0.28568988712504506,ok
97,400,0,0.27649232605472207,ok
135,399,0,0.2668903209269047,ok
100,398,0,0.27750459080561996,ok
121,388,0,0.2806118889711797,ok
96,381,0,0.27744794357568026,ok
16,368,0,0.29701635567471385,ok
21,352,0,0.3034715880639851,ok
5,348,0,0.30715151503682137,ok
74,338,0,0.31365369213745,ok
70,321,0,0.31170843075960875,ok
108,311,3,0.29880879493430257,ok
7,305,1,0.2871028450317681,ok
28,297,0,0.2784232906997204,ok
77,276,0,0.28069426910951734,ok
25,273,0,0.29179458878934383,ok
18,272,0,0.27866395795717835,ok
66,268,0,0.27793722972273827,ok
103,264,0,0.30485665705055,ok
71,263,0,0.2973727653734386,ok
29,250,0,0.2832221989519894,ok
92,249,0,0.28140999376773834,ok
105,245,0,0.269244272261858,ok
72,243,0,0.2740784562192857,ok
91,241,0,0.28131671715527773,ok
78,241,0,0.26991223683580756,ok
17,236,0,0.2771348375827074,ok
130,234,0,0.307533570099622,ok
40,228,2,0.2816947102546692,ok
123,227,0,0.27077904529869556,ok
76,210,0,0.2733964747749269,ok
50,204,0,0.27941317623481154,ok
11,201,0,0.2701187119819224,ok
79,196,0,0.27969405008479953,ok
39,184,0,0.3009405699558556,ok
102,182,0,0.2796508981846273,ok
124,175,0,0.2768752370029688,ok
4,171,0,0.27214833395555615,ok
80,166,0,0.26898974599316716,ok
22,160,0,0.30133608588948846,ok
133,155,0,0.2748202099464834,ok
9,152,0,0.2741247727535665,ok
132,151,0,0.27519638603553176,ok
75,139,0,0.2761342041194439,ok
3,129,0,0.27054917626082897,ok
8,129,0,0.27831262396648526,ok
73,128,0,0.28211380215361714,ok
86,122,0,0.27266213670372963,ok
1,120,0,0.2762640859000385,ok
32,116,0,0.28830605978146195,ok
69,108,0,0.26581959892064333,ok
10,99,0,0.2866298691369593,ok
0,98,0,0.27019490487873554,ok
2,98,0,0.28258791472762823,ok
89,95,0,0.26911158999428153,ok
126,92,0,0.27351843705400825,ok
31,88,0,0.2719165487214923,ok
90,82,0,0.2686817911453545,ok
15,78,0,0.280209980905056,ok
14,73,0,0.29974206583574414,ok
88,67,0,0.2751175253652036,ok
12,66,0,0.2671648282557726,ok
87,65,0,0.30327405221760273,ok
13,54,0,0.2796662850305438,ok
84,37,0,0.26871098205447197,ok
81,31,0,0.2733112070709467,ok
83,31,0,0.2677143388427794,ok
82,24,0,0.27557453932240605,ok
