topic_id,doc_count,pair_count,elapsed_seconds,status
142,22531,5,2.802915128879249,ok
43,8734,8,0.5849445150233805,ok
44,8213,0,0.5600519981235266,ok
45,6699,0,0.480057530105114,ok
145,6424,0,0.4777990411967039,ok
60,4756,2,0.46062435023486614,ok
146,3416,0,0.4747543749399483,ok
88,3084,0,0.45990456407889724,ok
58,2857,1,0.4315341478213668,ok
147,2360,0,0.426471424754709,ok
166,2178,0,0.44554646871984005,ok
148,1922,1,0.508513106033206,ok
70,1891,1,0.46267691906541586,ok
31,1870,1,0.39916957542300224,ok
126,1845,1,0.4149192599579692,ok
74,1696,0,0.4404741758480668,ok
80,1650,0,0.43307851487770677,ok
50,1600,1,0.43520570173859596,ok
85,1531,0,0.3932886738330126,ok
187,1436,0,0.4246992180123925,ok
144,1420,1,0.42719933297485113,ok
152,1407,0,0.4250862426124513,ok
83,1384,0,0.4086252241395414,ok
61,1336,0,0.39146248809993267,ok
180,1285,0,0.3686943966895342,ok
69,1265,0,0.4105326938442886,ok
56,1191,0,0.40294700767844915,ok
186,1186,0,0.4285759022459388,ok
67,1157,0,0.3708942038938403,ok
34,1119,0,0.3707959679886699,ok
46,1119,0,0.4357677339576185,ok
194,1107,0,0.3797623352147639,ok
64,1083,0,0.3622367260977626,ok
185,1018,0,0.3586558001115918,ok
169,989,0,0.3801479288376868,ok
165,986,0,0.3456878373399377,ok
78,971,1,0.38217804627493024,ok
157,965,0,0.3537458349019289,ok
143,945,0,0.3454292002134025,ok
173,929,1,0.35686049284413457,ok
79,924,0,0.34996957797557116,ok
141,894,0,0.3786325817927718,ok
149,824,0,0.36494906712323427,ok
118,705,0,0.32854991499334574,ok
181,664,0,0.3223597970791161,ok
81,664,0,0.33082833094522357,ok
73,662,0,0.3178342427127063,ok
125,633,0,0.3196433209814131,ok
48,623,0,0.34341056598350406,ok
77,617,0,0.32196783600375056,ok
140,599,0,0.3030302273109555,ok
179,595,0,0.3159844959154725,ok
164,571,0,0.31589501397684216,ok
153,567,0,0.32806348567828536,ok
84,559,0,0.315908663906157,ok
71,554,0,0.33595965430140495,ok
76,546,1,0.30962610617280006,ok
59,531,0,0.39105676766484976,ok
193,486,1,0.3181046829558909,ok
87,439,0,0.3584356033243239,ok
176,435,0,0.33846146473661065,ok
198,433,1,0.3170370361767709,ok
115,412,0,0.33113066712394357,ok
127,390,0,0.31898386776447296,ok
63,388,0,0.3028108747676015,ok
129,387,0,0.33597369166091084,ok
132,379,0,0.3531057988293469,ok
72,378,0,0.31886134343221784,ok
30,358,0,0.34355873288586736,ok
151,353,0,0.3150958460755646,ok
75,350,0,0.3016542359255254,ok
182,346,0,0.3335732389241457,ok
7,346,0,0.3359307521022856,ok
68,346,0,0.30366903729736805,ok
94,338,0,0.3506605611182749,ok
163,334,0,0.30099417781457305,ok
122,327,0,0.31596687668934464,ok
190,324,0,0.30901579232886434,ok
124,324,0,0.3202598560601473,ok
90,321,0,0.36844369070604444,ok
172,312,0,0.3398449430242181,ok
139,311,3,0.34379564179107547,ok
9,305,1,0.3156525599770248,ok
189,305,0,0.3089640992693603,ok
37,297,0,0.3224449479021132,ok
184,295,1,0.2977294051088393,ok
39,289,0,0.2930441019125283,ok
156,286,0,0.2930613998323679,ok
35,283,0,0.2934281132183969,ok
150,283,0,0.3094458063133061,ok
82,282,0,0.3070333879441023,ok
47,280,0,0.299637614749372,ok
128,280,0,0.29908944200724363,ok
137,276,0,0.32210425194352865,ok
97,276,0,0.2909043161198497,ok
199,275,0,0.27019475493580103,ok
33,275,0,0.30063568195328116,ok
52,273,0,0.27519977325573564,ok
192,272,0,0.26852054009214044,ok
21,272,0,0.2782798921689391,ok
36,271,0,0.2878519552759826,ok
86,268,0,0.2725711050443351,ok
120,267,0,0.2854612353257835,ok
188,267,1,0.28774204291403294,ok
119,265,0,0.2937312093563378,ok
114,264,0,0.26842662831768394,ok
131,264,0,0.27127457316964865,ok
183,263,0,0.2727269073948264,ok
91,263,0,0.26514755468815565,ok
22,254,0,0.2663184981793165,ok
25,252,0,0.2700222269631922,ok
38,250,0,0.2700774921104312,ok
106,249,0,0.2942277090623975,ok
113,249,0,0.2695111227221787,ok
116,249,0,0.2704044980928302,ok
134,245,0,0.29455813905224204,ok
136,245,0,0.27439008466899395,ok
160,244,0,0.26990570360794663,ok
92,243,0,0.28684497717767954,ok
112,241,0,0.27962927892804146,ok
98,241,0,0.30633051320910454,ok
105,237,0,0.26483838306739926,ok
20,236,0,0.2708401121199131,ok
167,234,0,0.2689009830355644,ok
55,231,0,0.2763380450196564,ok
195,230,0,0.31164932902902365,ok
174,229,0,0.26939091738313437,ok
51,228,2,0.2886392129585147,ok
117,228,0,0.29975521098822355,ok
158,227,0,0.2633936619386077,ok
177,225,0,0.29306427109986544,ok
62,220,0,0.3022324750199914,ok
196,216,0,0.27779754530638456,ok
32,216,0,0.27828592574223876,ok
23,215,0,0.26810886804014444,ok
161,215,0,0.26234429795295,ok
53,214,0,0.2683248124085367,ok
18,213,0,0.2611398878507316,ok
155,213,0,0.26986035890877247,ok
96,210,0,0.27969696605578065,ok
66,204,0,0.28714252123609185,ok
13,201,0,0.2910034880042076,ok
138,199,1,0.2686980008147657,ok
197,198,0,0.29547957004979253,ok
5,197,0,0.27596511924639344,ok
99,196,0,0.2702054879628122,ok
191,194,0,0.2646918906830251,ok
26,191,0,0.26000992115586996,ok
49,184,0,0.269881505984813,ok
54,184,0,0.28953037317842245,ok
130,182,0,0.2834977242164314,ok
135,179,0,0.2864398597739637,ok
178,175,0,0.26268844585865736,ok
159,175,0,0.2720179236494005,ok
154,175,0,0.27023206697776914,ok
4,171,0,0.3114595557563007,ok
175,170,0,0.2601434839889407,ok
100,166,0,0.2649176372215152,ok
24,165,1,0.2582398960366845,ok
29,165,0,0.27726988261565566,ok
40,163,0,0.2722396473400295,ok
27,161,0,0.2744769328273833,ok
168,161,0,0.29281870694831014,ok
28,160,0,0.2590688318014145,ok
171,155,0,0.2713901833631098,ok
19,155,0,0.26085975067690015,ok
57,153,0,0.30414120107889175,ok
11,152,0,0.2888416391797364,ok
170,151,0,0.2949835401959717,ok
6,151,0,0.29542886512354016,ok
8,145,0,0.3017014740034938,ok
95,139,0,0.2942212210036814,ok
3,129,0,0.2955191400833428,ok
10,129,0,0.2914411216042936,ok
93,128,0,0.28981809690594673,ok
107,122,0,0.3009626711718738,ok
65,121,0,0.30440480215474963,ok
1,120,0,0.31967233028262854,ok
42,116,0,0.3024405143223703,ok
121,114,0,0.25759083637967706,ok
89,108,0,0.2996901860460639,ok
133,104,0,0.32554394006729126,ok
12,99,0,0.273505344055593,ok
0,98,0,0.3116733976639807,ok
2,98,0,0.29532599402591586,ok
110,95,0,0.26032385183498263,ok
162,92,0,0.29350513592362404,ok
41,88,0,0.2782979072071612,ok
111,82,0,0.28553357580676675,ok
17,78,0,0.28485700907185674,ok
16,73,0,0.2581521635875106,ok
123,73,0,0.31057860516011715,ok
109,67,0,0.29406569292768836,ok
14,66,0,0.2645662031136453,ok
108,65,0,0.2896024798974395,ok
15,54,0,0.2641207999549806,ok
104,37,0,0.2941496972925961,ok
103,31,0,0.2975666900165379,ok
101,31,0,0.2728157169185579,ok
102,24,0,0.30845759389922023,ok
